order_id,created_date,total_paid_GBP,order_state,total_paid_EUR,product_quantity,sku,name
299673,2017-01-01,172.13,Completed,147.0,1.0,PAC0569,"Samsung 256GB SSD expansion PRO Kit for iMac 27 ""2011"
299674,2017-01-01,584.24,Completed,499.0,1.0,PAC1296,Pack QNAP TS-251 + | 8GB RAM | WD 6TB Network
299681,2017-01-01,111.47,Completed,95.0,1.0,SPE0161,"Seethru Speck Case Macbook Air 11 ""Blue Calypso"
299681,2017-01-01,111.47,Completed,95.0,1.0,APP0701, Apple 45W MagSafe 2 charger MacBook Air in June 2012 (OEM)
299696,2017-01-01,79.0,Completed,67.0,1.0,KEN0212,Kensington Power Bank External Battery 5200mAh Silver
299696,2017-01-01,79.0,Completed,67.0,3.0,SAN0112,SanDisk Ultra Flair Flash Drive 64GB USB 3.0
299704,2017-01-01,17.98,Completed,15.0,1.0,APP0697,OEM USB Cable for iPhone iPad Dock and Apple iPod White Compatible
299706,2017-01-01,40.48,Completed,35.0,1.0,EVU0007,
299710,2017-01-01,129.52,Completed,111.0,1.0,PHI0072,Philips Hue bulbs 9.5W White Pack 2 Starter Kit + E27 A60 Bridge
299710,2017-01-01,129.52,Completed,111.0,1.0,PHI0079,Philips Hue White and Color Light Bulb 10W A60 E27 Single
299712,2017-01-01,283.98,Completed,243.0,1.0,APP0608,
299719,2017-01-01,44.87,Completed,38.0,1.0,OTT0139,OtterBox Symmetry Clear Case iPhone SE / 5s / 5 Transparent / Black
299719,2017-01-01,44.87,Completed,38.0,1.0,GRT0361,Griffin PowerJolt Car Charger 5V 2A 12W Lightning
299723,2017-01-01,54.47,Completed,47.0,2.0,MAC0122,"Macally USB 3.0 External Enclosure 2.5 ""SATA Plata"
299736,2017-01-01,166.48,Completed,142.0,1.0,WAC0191,Education - Wacom Intuos Comic M Black
299737,2017-01-01,99.98,Completed,85.0,1.0,JBL0107,JBL Flip 3 Bluetooth Speaker Black
299742,2017-01-01,48.67,Completed,42.0,2.0,NEA0017,Support Netatmo MOODBOARD or Pluviometer
299773,2017-01-01,57.33,Completed,49.0,1.0,OLL0015,Olloclip 4-in-1 lens Cases Cases Mini Air / Mini Retina
299776,2017-01-01,398.99,Completed,341.0,1.0,BNQ0053,"PD2700Q Monitor Benq 27 ""QHD 10bit HDMI pivotable"
299780,2017-01-01,22.18,Completed,19.0,1.0,BEL0293,Belkin SheerForce Air Protect Case iPhone 6 / 6S Gold
299792,2017-01-01,376.53,Completed,322.0,1.0,SYN0146,Synology NAS Server DS416Play Mac and PC
299802,2017-01-01,35.48,Completed,30.0,1.0,TWS0049,Twelve South HiRise Support iPhone 5 / 5S / 5C / 6 / 6plus and iPad Mini Silver
299803,2017-01-01,103.78,Completed,89.0,1.0,TOS0022,"Toshiba Canvio Basic 25 ""3TB USB 3.0 Black"
299807,2017-01-01,22.98,Completed,20.0,1.0,IFX0021,Battery Kit complete change iFixit iPhone 4S Battery
299808,2017-01-01,139.88,Completed,119.0,1.0,LAC0181,LaCie Porsche Design Mobile Hard Drive 2TB USB-C and USB 3.0
299811,2017-01-01,25.88,Completed,22.0,1.0,SAN0103,SanDisk Ultra SDXC Memory Card 64GB SD 80MB / s Class 10 UHS-I
299815,2017-01-01,23.98,Completed,20.0,1.0,LOG0084,Logitech Ultrathin Keyboard Cover Keyboard Cover iPad Mini / Retina Black
299818,2017-01-01,23.93,Completed,20.0,1.0,TPL0010,TP-Link Wireless USB Adapter T2U Archer Mac Wi-Fi Dual-Band AC 600
299823,2017-01-01,293.78,Completed,251.0,1.0,WAC0134,Education - Wacom Intuos Pro M Special Edition Graphics Tablet
299825,2017-01-01,23.98,Completed,20.0,1.0,LOG0084,Logitech Ultrathin Keyboard Cover Keyboard Cover iPad Mini / Retina Black
299829,2017-01-01,282.48,Completed,241.0,1.0,LAC0171,LaCie Porsche Design Desktop Drive 8TB USB 3.0 External Hard Drive
299833,2017-01-01,79.03,Completed,67.0,1.0,KIN0162,Kingston SSD Disk 240GB UV400
299847,2017-01-01,40.23,Completed,34.0,1.0,APP0100,Apple Adapter Mini Display Port to VGA
299850,2017-01-01,48.97,Completed,42.0,2.0,APP0698,Apple Lightning Cable Connector to USB 1m White (OEM)
299850,2017-01-01,48.97,Completed,42.0,1.0,GRT0375,Griffin Survivor Case Tactical Apple Watch 42mm Black
299858,2017-01-01,114.33,Completed,98.0,1.0,LIF0095,Lifeproof Fre Power 2600mAh Battery Case Waterproof iPhone 6 / 6S White
299858,2017-01-01,114.33,Completed,98.0,1.0,SAT0014,Satechi Lightning to USB Cable Flexible Black 25cm
299859,2017-01-01,470.24,Completed,402.0,1.0,PAC1373,Synology Pack DS216J | WD 8TB Network
299860,2017-01-01,457.89,Completed,391.0,1.0,PAC1516,QNAP TS-451A NAS l 8GB RAM
299864,2017-01-01,545.28,Completed,466.0,2.0,OWC0153-4,Mac OWC memory 32GB (4x8Gb) SO-DIMM DDR3 1867MHZ
299865,2017-01-01,50.68,Completed,43.0,1.0,IFX0044,"iFixit hard drive bracket Cable MacBook Pro 13 ""2012"
299867,2017-01-01,58.27,Completed,50.0,1.0,SAT0050,Satechi Pinza Magnetic Support Aluminum Silver Car
299867,2017-01-01,58.27,Completed,50.0,1.0,PHI0076,Philips Hue Motion Motion Sensor
299868,2017-01-01,234.03,Completed,200.0,1.0,FCM0007-4,Mac memory FCM 32GB (4x8GB) SO-DIMM DDR3 1333MHz
299870,2017-01-01,124.68,Completed,106.0,1.0,BLM0016,Blue Microphones Yeti USB microphone Gray
299879,2017-01-01,35.48,Completed,30.0,1.0,TRK0008,Bravo Gold Trackr Locator
299881,2017-01-01,56.38,Completed,48.0,1.0,SAN0137,"Plus 120GB SanDisk SSD 25 ""SATA 6Gb / s"
299887,2017-01-01,35.14,Completed,30.0,1.0,SPE0142,Speck SeeThru Clear Ipads housing 13 '' opaque
299891,2017-01-01,63.98,Completed,55.0,1.0,OWC0186,"OWC Accelsior S Adapter PCIe 2.5 ""Sata 6Gb / s SSD Mac Pro"
299895,2017-01-01,72.54,Completed,62.0,1.0,PAR0054,Jumping Parrot Drone White Night BUZZ
299901,2017-01-01,1986.99,Completed,1697.0,1.0,APP1198,"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB | 1TB HDD"
299902,2017-01-01,33.73,Completed,29.0,1.0,IOT0018,iOttie iTap magnetic car holder for iPhone
299909,2017-01-01,183.68,Completed,157.0,1.0,LAC0159,LaCie Porsche Design Desktop Drive 5TB USB 3.0 External Hard Drive
299910,2017-01-01,693.49,Completed,592.0,1.0,WAC0090,"Wacom Cintiq 13HD Graphic Tablet 13 ""LED"
299918,2017-01-01,165.52,Completed,141.0,1.0,SEA0106,"Seagate 2TB hard disk Firecuda 25 ""SSHD 7mm SATA 3"
299918,2017-01-01,165.52,Completed,141.0,1.0,SAN0099,SanDisk Connect Wireless Flash Drive 64GB Wireless Black / Gold
299939,2017-01-01,73.48,Completed,63.0,1.0,PHI0072,Philips Hue bulbs 9.5W White Pack 2 Starter Kit + E27 A60 Bridge
299944,2017-01-01,223.22,Completed,191.0,1.0,SAM0074,Samsung 850 EVO SSD Disk 500GB
299944,2017-01-01,223.22,Completed,191.0,1.0,OWC0024,OWC Mount Adapter 25-35 Pro Mac Pro (2009-2012)
299944,2017-01-01,223.22,Completed,191.0,1.0,OWC0092,Mac OWC Memory 8GB 1066MHz DDR3 DIMM
299945,2017-01-01,147.47,Completed,126.0,2.0,ADN0042,Adonith Pixel Pointer Black
299947,2017-01-01,549.0,Completed,469.0,1.0,APP1482,Apple iPhone 64GB Silver
299959,2017-01-01,66.37,Completed,57.0,2.0,IFX0079,iFixit part adhesive strips Battery iPhone 6 / 6S
299959,2017-01-01,66.37,Completed,57.0,1.0,IFX0045,iFixit 64 Bit Driver Kit 64 parts Screwdriver
299959,2017-01-01,66.37,Completed,57.0,1.0,IFX0021,Battery Kit complete change iFixit iPhone 4S Battery
299973,2017-01-01,61.98,Completed,53.0,1.0,LIF0097,LifeProof Fre Waterproof Case iPhone 6 / 6S White
299981,2017-01-01,21.13,Completed,18.0,1.0,MBI0010,Mobility Lab Mouse White Apple
299983,2017-01-01,273.59,Completed,234.0,1.0,LGE0034,"LG 29UM68-P Monitor 29 ""IPS widescreen UXGA Ultra"
299984,2017-01-01,23.98,Completed,20.0,1.0,APP0927,EarPods Apple Headphones with Remote and Mic (OEM)
299991,2017-01-01,25.98,Completed,22.0,1.0,LOG0084,Logitech Ultrathin Keyboard Cover Keyboard Cover iPad Mini / Retina Black
300002,2017-01-01,80.74,Completed,69.0,1.0,CRU0016-2,Crucial memory Mac 8GB (2x4GB) SO-DIMM DDR3 1066MHz
300007,2017-01-01,35.48,Completed,30.0,1.0,TWS0049,Twelve South HiRise Support iPhone 5 / 5S / 5C / 6 / 6plus and iPad Mini Silver
300008,2017-01-01,64.83,Completed,55.0,1.0,WDT0227,WD Elements 1TB USB 3.0 Hard Disk
300012,2017-01-01,35.33,Completed,30.0,1.0,MOP0080,Mophie Power Reserve 1X Battery 2600 mAh Black
300021,2017-01-01,149.48,Completed,128.0,1.0,LOG0191,Ultimate Ears Boom 2 Bluetooth Portable Speaker Black / Gray
300028,2017-01-01,65.55,Completed,56.0,1.0,PAR0053,Jumping Parrot Drone Night Blue Diesel
300029,2017-01-01,325.12,Completed,278.0,1.0,SYN0127,
300029,2017-01-01,325.12,Completed,278.0,1.0,SAM0073,Samsung 850 EVO SSD Disk 250GB
300033,2017-01-01,61.89,Completed,53.0,1.0,IFX0045,iFixit 64 Bit Driver Kit 64 parts Screwdriver
300033,2017-01-01,61.89,Completed,53.0,1.0,TRK0009,Bravo Trackr Locator Plata
300035,2017-01-01,909.0,Completed,776.0,1.0,APP1641,Apple iPhone 7 Plus 32GB Silver
300036,2017-01-01,30.73,Completed,26.0,1.0,JBL0097,JBL GO Bluetooth Speaker Blue
300040,2017-01-01,795.1,Completed,679.0,4.0,WDT0141,"WD Red 3TB 35 ""Mac PC hard drive and NAS"
300040,2017-01-01,795.1,Completed,679.0,1.0,SYN0128,Synology DS416 NAS server Mac and PC
300051,2017-01-01,49.73,Completed,42.0,1.0,HTE0010,BOBO Hyper VR Virtual Reality Glasses White Z4
300054,2017-01-01,34.53,Completed,29.0,1.0,PAC1873,Tools Pack for Mac mini 2014 to present
300055,2017-01-01,197.82,Completed,169.0,1.0,PAC1504,"IFixit iMac Pack Opening Tool to open iMac 27 ""Late 2012 and later + adhesive strips"
300055,2017-01-01,197.82,Completed,169.0,1.0,IFX0150,iFixit CuI ± a foam iMac
300055,2017-01-01,197.82,Completed,169.0,1.0,OWC0040-2,Mac OWC memory 16GB (2x8GB) SO-DIMM DDR3 1600MHZ
300055,2017-01-01,197.82,Completed,169.0,1.0,NTE0044,"NewerTech windy 225 ""for iMac"
300060,2017-01-01,49.73,Completed,42.0,1.0,HTE0010,BOBO Hyper VR Virtual Reality Glasses White Z4
300077,2017-01-01,101.98,Completed,87.0,1.0,JBL0107,JBL Flip 3 Bluetooth Speaker Black
300080,2017-01-01,61.98,Completed,53.0,1.0,SNA0067,Sena Correa Heritage Cognac 42mm Apple Watch
300085,2017-01-01,93.43,Completed,80.0,1.0,OWC0085-4,Mac OWC Memory 16GB (4x4GB) 1066MHz DDR3 DIMM
300109,2017-01-01,71.48,Completed,61.0,1.0,PHI0072,Philips Hue bulbs 9.5W White Pack 2 Starter Kit + E27 A60 Bridge
254301,2017-01-08,35.91,Completed,31.0,1.0,APP1676,Apple iPhone Silicone Case Cover Black 8/7/6
279755,2017-01-08,2616.99,Completed,2249.0,1.0,APP1345,"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 256GB Flash"
290487,2017-01-08,19.97,Completed,17.0,,,
295723,2017-01-08,39.98,Completed,34.0,1.0,OTT0163,OtterBox Defender iPhone Case Triple Layer 7 Black
300950,2017-01-08,777.99,Completed,669.0,1.0,PAC0594,Apple Mac mini Core i5 14GHz | 8GB RAM | 500GB SSD
